place_id,place_name,place_keyword,place_attractions,place_operatingHour,place_website,place_phonenum,email,place_desc,place_fee,place_address,place_rating,place_numrater,image1_img
93,Bangsar Village 2 Shopping Mall,Shopping Centre,Shopping Malls,10:00 AM - 8:00 PM,http://www.bangsarvillage.com/,None,None,"Contemporary indoor mall containing a variety of upmarket shops & cafes, plus a gym & spa.",Yes,"No. 2 Jalan Telawi Bangsar Baru, Kuala Lumpur 59100 Malaysia",3.5,51,static/place_pics/Bangsar Village 2 Shopping Mall.jpg
94,Melawati Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.melawatimall.com/,tel:%2B60%203-4161%206313,None,"Shopping mall with fashion, food & services on 8 floors, plus a cinema, gym & kids' area.",Yes,"Jalan Sabah Taman Melawati, Kuala Lumpur 54100 Malaysia",4,33,static/place_pics/Melawati Mall.jpg
95,Ilham Gallery,Museum,Leisure,11:00 AM - 7:00 PM,http://ilhamgallery.com/,None,None,"Gallery showcasing Asian contemporary & modern paintings & sculpture, with a gift shop.",Yes,"No. 8, Jalan Binjai Levels 3 & 5, Ilham Tower, Kuala Lumpur 50480 Malaysia",4.5,34,static/place_pics/Ilham Gallery.jpg
96,Malayan Railways Limited Building,Sculpture,Architectural Buildings,Always Open,None,tel:%2B60%203-2267%201200,None,"Thus, Malaysian Railway Limited Building is one of the iconic structures in Kuala Lumpur. The building is an architectural marvel and boasts of a beautiful heritage facade. ... Inside the building houses one of the main stations of KTM called Kuala Lumpur.",Yes,"Kampung Attap, 50000 Kuala Lumpur, Federal Territory of Kuala Lumpur",4,277,static/place_pics/Malayan Railways Limited Building.jpg
97,Hibiscus Garden,Nature,Garden,7:00 AM - 8:00 PM,http://www.klbotanicalgarden.gov.my/guide-hibiscus-park.php,tel:%2B60%203-2617%206404,klbotanicalgarden@dbkl.gov.my,"The Hibiscus Garden showcases the various species of Malaysia�s national flower, the Bunga Raya (Hibiscus Rosa Sinensis). Some of the attractions in the garden include a 4-metre high waterfall, pools and fountains. A lovely colonial style building has been converted into an exhibition hall with a tearoom and a gallery.",Yes,"Jalan Chenderawasih Perdana Botanical Garden, Jalan Kebun Bunga Tasik Perdana, Kuala Lumpur 55100 Malaysia",4,84,static/place_pics/Hibiscus Garden.jpg
98,Kortumalai Sri Ganesar Temple,Religious Sites,Religious Sites,5:00 AM - 8:30 PM,None,None,None,"This is one of the oldest temple in Kuaia Lumpur, and is believed to be in existence for more than 100 years. The temple is built on a sloping 'moona muchandi' (3 adjoining corners) thereby making it extremely powerful according to Hindu scriptures.",Yes,"Kartumalai Vinayagar Temple, Jalan Persiaran Maybank, Bukit Bintang, 50200 Kuala Lumpur, Federal Territory of Kuala Lumpur",4.5,30,static/place_pics/Kortumalai Sri Ganesar Temple.jpg
99,Jalan Sayur Food Street,Shopping Centre,Shopping Malls,7:00 AM - 10:00 PM,None,None,None,"Jalan Sayur Food Street is one of the most popular Chinese food markets for the locals. The street food stalls start operating at around 4pm. Most of the food stalls here are owned and operated by the senior citizens for many years. The foods are really delicious and you can taste here authentic local Chinese dishes. What makes the food stalls more popular is the taste and flavor of local condiments that they use here. The foods are available at cheap and affordable rates. The seafood porridge for example, costs only RM6 per normal serving.",Yes,"Jalan Sayur, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,49,static/place_pics/Jalan Sayur Food Street.jpg
100,Jalan Pasar Market,Shopping Centre,Shopping Malls,8:00 AM - 1.00 PM,None,None,None,"Jalan Pasar and Jalan Pasar Baharu in Pudu are among the busiest streets in Kuala Lumpur. ... �Pasar� means �market� in Malay and Jalan Pasar was constructed in 1905 to link to Jalan Pudu and Circular Road (now known as Jalan Tun Razak). Today, it also links to Jalan Sungai Besi and Jalan Cochrane.",Yes,"38, Jalan Pasar Baharu, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,33,static/place_pics/Jalan Pasar Market.jpg
101,ASEAN Sculpture Garden,Sculpture,Building,Always Open,None,016-333 7328,None,"Explore this uniquely landscaped garden to view a collection of prize-winning sculptures in wood, marble, iron and bamboo.��Exhibits are crafted by the ASEAN region�s finest artists. The garden is situated adjacent to the National Monument.",Yes,"Asean Sculpture Garden, Pesiaran Sultan Salahhudin, Taman Tasik Perdana, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur",4,41,static/place_pics/ASEAN Sculpture Garden.jpg
102,1 Mont' Kiara,Shopping Centre,Shopping Malls,10:00 AM - 9:00 PM,http://www.facebook.com/1montkiara/?ref=page_internal,tel:%2B60%203-6203%200615,None,"One Mont Kiara or One MK is a freehold based mixed development located in the Jalan Kiara region of Mont Kiara, Kuala Lumpur. The integrated mixed development contains serviced residences, retail mall, office tower and office suite block.",Yes,"Villa Mont Kiara Jalan Kiara, Kuala Lumpur 50480 Malaysia",4,17,static/place_pics/1 Mont' Kiara.jpg
103,St. John's Cathedral,Religious Sites,Religious Sites,6:00 AM - 8:00 PM,http://www.stjohnkl.com.my/,tel:%2B60%203-2078%201876,None,"Cathedral of St John The Evangelist is the Mother Church of the Roman Catholic Archdiocese of Kuala Lumpur and the seat of its Archbishop, Julian Leow Beng Kim. ... The current building was built in 1954 and completed in 1955 and consecrated in 1962, when it was also elevated to the status of cathedral.",Yes,"5 Jalan Bukit Nanas, Kuala Lumpur 50250 Malaysia",4,43,static/place_pics/St. John's Cathedral.jpg
104,Ampang Hilir Park,Nature,Parks,6:00 AM - 8:00 PM,None,None,None,"Ampang Hilir Park belongs to the concept of a garden in the middle of the street. There are many birds, flowers and trees, and the vegetation is rich. It is very good. Many locals take a walk and run in a leisurely manner.",Yes,"Jalan Ampang Hilir, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",4,12,static/place_pics/Ampang Hilir Park.jpg
105,Malaysia International Trade & Exhibition Centre (MITEC),Sculpture,Architectural Buildings,8:30 AM - 8.00 PM,http://mitec.com.my/about,tel:%2B60%203-2633%203066,info@mitec.com.my,"MITEC was created to meet the growing demands of the MICE (Meetings, Incentives, Conferences and Exhibitions) industry. Positioned as an economic catalyst and Gateway to Southeast Asia, MITEC�s modern corporate philosophy is closely aligned with its vision to see Malaysia becoming the leading MICE destination in the Southeast Asia region. The Venue is the game changer in the business events industry, giving Malaysia the capability to compete and meet the demand in new growing markets, including regional and international exhibitions, particularly the �mega-exhibition� market which will attract over 100,000 visitors and conferences or conventions between 200 to 20,000 delegates.",Yes,"No 8 Jalan Dutamas 2, Kuala Lumpur 50480 Malaysia",4,18,static/place_pics/Malaysia International Trade.jpg
106,Wangsa Walk Mall,Shopping Centre,Shopping Malls,10:00 AM - 10.00 PM,None,tel:%2B60%203-4142%208888,None,"Open-air retail center featuring a diverse mix of shops & eateries, plus a cinema & bowling alley.",Yes,"1 Jalan Wangsa Delima 12 Wangsa Maju, Kuala Lumpur 53300 Malaysia",4,28,static/place_pics/Wangsa Walk Mall.jpg
107,Kuala Lumpur Deer Park,Nature,Wildlife,10:00 AM - 6:00 PM,http://kuala-lumpur.attractionsinmalaysia.com/Kuala-Lumpur-Deer-Park.php,None,None,"The KL Deer Park is a 2 hectare enclosure, housing the Fallow deer from Holland, also know as Dama dama deer or Rusa Holland. The KL Deer Park is located near the Tun Abdul Razak Memorial and the Orchid Garden.",Yes,"88 Jalan Perdana, Kuala Lumpur 50480 Malaysia",2.5,91,static/place_pics/Kuala Lumpur Deer Park.jpg
108,Kepong Botanical Garden,Nature,Garden,6:15 AM - 6:15 PM,http://www.frim.gov.my/en/attractions/kepong-botanical-gardens,tel:%2B60%203-7963%200046,None,"The Kepong Botanical Gardens is developed by FRIM and houses a variety of local plants. The gardens consist of a lake, jogging and cycling tracks, children's playground, a boat house, an observation deck, reflexology facilities and an open space for kite flying enthusiasts and picnickers.",Yes,"Jalan E 4/15, Taman Ehsan, Kuala Lumpur 52100 Malaysia",5,9,static/place_pics/Kepong Botanical Garden.jpg
109,Chan See Shu Yuen Temple,Religious Sites,Religious Sites,8:00 AM - 6:00 PM,None,tel:%2B60%203-2070%206511,None,"Chan See Shu Yuen Temple is one of the largest and oldest surviving Buddhist temples in Malaysia. Located at the southern end of Jalan Petaling, it is characterized by a typical open courtyard and symmetrical pavilions, and decorated with colourful paintings, woodcarvings and ceramic fixtures.",Yes,"172, Jalan Petaling, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,58,static/place_pics/Chan See Shu Yuen Temple.jpg
110,Church of the Holy Rosary,Religious Sites,Religious Sites,10:00 AM - 4:00 PM,http://www.hrckl.com/,tel:%2B60%203-2274%202747,None,"St Mary's Cathedral is built on the oldest continuous site of Catholic worship in Australia. The first St Mary's was built on land given to the church in 1820 by Governor Macquarie, who had been petitioned by Father John Joseph Therry for a site for a Catholic chapel.",Yes,"10 Jalan Tun Sambanthan, Kuala Lumpur 50470 Malaysia",4,54,static/place_pics/Church of the Holy Rosary.jpg
111,Damansara City Mall (DC Mall),Shopping Centre,Shopping Malls,8:00 AM - 10:00 PM,http://damansaracity.com.my/,tel:%2B60%203-2011%200228,None,Relaxed indoor shopping mall with a grocery store & multiple venues for eating & drinking.,Yes,"6 Jalan Damanlela Damansara Town Centre, Kuala Lumpur 50490 Malaysia",3.5,15,static/place_pics/Damansara City Mall.jpg
112,St. Mary's Cathedral,Religious Sites,Religious Sites,9:00 AM - 5:00 PM,http://www.stmaryscathedral.org.my/,tel:%2B60%203-2692%208672,smacc.info@gmail.com,"St. Mary�s is the cathedral church for the Anglican Diocese of West Malaysia. From one small congregation in a simple wooden building in the 19th century on the present site beside Dataran Merdeka, we have grown into ten diverse and active congregations that form our one cathedral community. We stand united in the Gospel truth that Jesus Christ, the only Son of God, died for our sins and rose again as Lord. Our mission at the Cathedral, is: To glorify God together in response to his grace by making disciples of Jesus Christ. We therefore seek to be a Gospel-centred, Bible-based, disciple-making community. We have: one goal � to glorify God one task � to make disciples of Jesus Christ one message � the Gospel of Jesus Christ",Yes,"Jalan Raja Dataran Merdeka, Kuala Lumpur 50050 Malaysia",4,116,static/place_pics/St. Mary's Cathedral.jpg
113,Selfie Museum KL,Museum,Leisure,10:00 AM - 10:00 PM,http://selfie.com.my/,tel:%2B60%2012-387%208968,hello@selfie.com.my,The first museum in Malaysia dedicated to the Art of Selfie; specially designed to mult-sensorial experiences including 5 Malaysian-inspired desserts to tantalize your tastebuds along the journey. ... This is a temporary museum located at Fahrenheit Shopping Centre. The cost was 45rm per person.,Yes,"2.28, Level 2, Fahrenheit 88, Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",4,11,static/place_pics/Selfie Museum KL.jpg
114,Masjid As-Syakirin,Religious Sites,Religious Sites,5:00 AM - 10:00 PM,None,None,None,"The As Syakirin Mosque (Malay: Masjid As Syakirin), also known as KLCC Mosque, is a mosque located in the Kuala Lumpur City Centre, Kuala Lumpur, Malaysia. The mosque is situated near the Suria KLCC shopping centre and the Petronas Twin Towers, the tallest twin towers in the world.",Yes,"Jalan Ampang City Centre, Wilayah Persekutuan Kuala Lumpu, Kuala Lumpur 50450 Malaysia",4.5,42,static/place_pics/Masjid As-Syakirin.jpg
115,Setapak Central,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.setapakcentral.com.my/,tel:%2B60%203-4143%205576,None,"Setapak Central (formerly known as ""KL Festival City"") is strategically located along Jalan Genting Klang, with a total retail space of 490,000 sq ft, and the latest shopping sensation in the northern front of Kuala Lumpur. A serene lake setting next to the mall and easily accessible from key highways (Jalan Genting Klang, D.U.K.E and MRR2), Setapak Central showcases over 250 shops, anchored by Malaysia's leading Parkson, Econsave and MBO Cinemas. Setapak Central offers a complete lifestyle experience for the cosmopolitan taste of today�s discerning shoppers from alfresco dining to convenient lifestyle shopping and from exciting events to endless entertainment for the whole family and much more.",Yes,"67 Jalan Tmn Ibu Taman Danau Kota, Kuala Lumpur 53300 Malaysia",4,20,static/place_pics/Setapak Central.jpg
116,Jalan Ampang,Sculpture,Architectural Buildings,Always Open,None,None,None,"Jalan Ampang or Ampang Road (Selangor state route B31) is a major road in Klang Valley region, Selangor and Federal Territory of Kuala Lumpur, Malaysia.",Yes,"Jalan Ampang, Kuala Lumpur.",3.5,84,static/place_pics/Jalan Ampang.jpg
117,Axiata Arena,Sculpture,Architectural Buildings,9:00 AM - 10:00 PM,http://stadium.gov.my/2017/index.php/my/arena/kompleks-sukan-negara-bukit-jalil/stadium-putra,tel:%2B60%203-8992%200888,None,"Putra Indoor Stadium (Malay: Stadium Putra), currently named as Axiata Arena for sponsorship reasons, is a multi-purpose indoor arena in Kuala Lumpur, Malaysia.",Yes,"L2-E-10, Enterprise 4, Technology Park, Kuala Lumpur 57000 Malaysia",4,8,static/place_pics/Axiata Arena.jpg
118,Pavilion Crystal Fountain,Nature,Fountains,11:00 AM - 10:30 PM,http://www.tourism.gov.my/media/view/the-pavilion-crystal-fountain-the-tallest-liuli-crystal-fountain,None,None,"The fountain features the Bloom of Hibiscus, the national flower of Malaysia, a symbol of opulence, passion and progression. The three bowls represent Malaysia's races and cultures living harmoniously in unity and ascending to signify the growing aspirations of the people.",Yes,"168 Bukit Bintang Street Pavilion KL Entrance, Kuala Lumpur 55100 Malaysia",4,58,static/place_pics/Pavilion Crystal Fountain.jpg
119,Kun Yam Thong Temple,Religious Sites,Religious Sites,11:00 AM - 2:00 PM,None,None,None,"This temple was renovated at great expense and reopened in 2006 as the Kun Yam Thong Temple. The name literally means�Guan Yin's Hall�and is named after the Goddess of Mercy, Guan Yin, whose statue with 1000 arms and 1000 eyes is on display inside. ... This Bodhisattva statue is made in Fujian, China.",Yes,"Jalan Ampang, Kuala Lumpur 50450 Malaysia",4.5,39,static/place_pics/Kun Yam Thong Temple.jpg
120,Blue Coral Aquarium,Nature,Aquariums,9:00 AM - 8:00 PM,http://www.bluecoralaquarium.my/,tel:%2B60%203-2026%202252,admin@bluecoralaquarium.my,"You must have heard of the new-fangled Blue Coral fascinating Aquarium, the coolest Aqua Tropical Rainforest Aquarium concept with thriving plants and cherry fish. The coral fishes of different species such as blueface angelfish, parrot fish, anthias fish, clown fishes, orbiculate batfish�you name it they have it! What are your thoughts upon the new one that is somewhere nearby KL Tower?",Yes,"GF-02, Menara Kuala Lumpur No.2, Jalan Punchak Off Jalan P.Ramlee, Kuala Lumpur 50250 Malaysia",2.5,73,static/place_pics/Blue Coral Aquarium.jpg
121,Royal Selangor Club,Museum,National Heritage,11:00 AM - 9:00 PM,http://rsc.org.my/,tel:%2B60%203-2692%207166,rscmail@rscweb.org.my,"The Royal Selangor Club (Malay: Kelab Di-Raja Selangor) is a social club in Kuala Lumpur, Malaysia, founded in 1884 by the British who ruled Malaya. The club is situated next to the Dataran Merdeka, or Independence Square, padang (field), and is accessible from Jalan Raja (King Road).",Yes,"1 Jalan Raja City Centre, Kuala Lumpur 52100 Malaysia",4,46,static/place_pics/Royal Selangor Club.jpg
122,Malaysia Cartoon & Comic House,Museum,Leisure,10:00 AM - 5:00 PM,http://www.star2.com/culture/books/book-news/2017/04/03/larger-than-life-comic-book-malaysia/,None,None,Malaysia Cartoon and Comic House opened its doors to visitors in April 2017 in a brand new building in Taman Botani Perdana (KL Lake Gardens). This fun and colourful gallery showcases the history and development of cartoon and comics in Malaysia from the 1930s up to the present day.,Yes,"Jalan Cenderawasih, Taman Botani Perdana, 50480, Kuala Lumpur, Kuala Lumpur 50480 Malaysia",4.5,11,static/place_pics/Malaysia Cartoon & Comic House.jpg
123,Buddhist Maha Vihara,Religious Sites,Religious Sites,8:00 AM - 9:00 PM,None,None,None,Buddhist Maha Vihara is a Sri Lankan temple situated in Brickfields of Kuala Lumpur in Malaysia. The temple became a focal point for the annual Wesak festival within the city suburb.,Yes,"123, Jalan Berhala, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,22,static/place_pics/Buddhist Maha Vihara.jpg
124,The LINC KL,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,https://www.thelinckl.com.my/,tel:%2B60%203-9213%200388,thelincmarketing@gmail.com,"Trendy retail center with shops & eateries, plus an industrial-chic design centered around trees.",Yes,"360, Jalan Tun Razak,, Kuala Lumpur 50400 Malaysia",4,20,static/place_pics/The LINC KL.jpg
125,Orang Asli Craft Museum,Museum,National Heritage,9:00 AM - 6:00 PM,http://www.jmm.gov.my/en/museum/orang-asli-crafts-museum,tel:%2B60%203-2282%206255,None,"The Orang Asli Craft Museum is located next to the Museum Of Malay-World Ethnology at the National Museum's parking area. It showcases the lifestyle, culture and tradition of the Orang Asli, the indigenous people of Malaysia which divided into 3 main groups; Negrito, Senoi and Proto Malay.",Yes,"Orang Asli Crafts Museum, Jabatan Muzium Malaysia, Jalan Damansara, 50566 Kuala Lumpur",4.5,22,static/place_pics/Orang Asli Craft Museum.jpg
126,Pertama Complex,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.udamall.my/properties/pertama-complex,tel:%2B60%203-2691%206599,None,"Pertama Complex is one of the earliest shopping malls to be built in Kuala Lumpur that is still in operation today. The mall houses a variety of shops that offer mostly mid to low priced items such as sportwear, shoes, leather goods, photography equipment and electronics goods. There are a number of boutiques that mainly offer local Malay fashion apparel and accessories. On the ground floor, there are stalls offering a variety of items in a bazaar style.",Yes,"Jalan Tuanku Abdul Rahman Chow Kit, Kuala Lumpur 50350 Malaysia",3.5,23,static/place_pics/Pertama Complex.jpg
127,The Weld Shopping Centre,Shopping Centre,Shopping Malls,6:00 AM - 2:00 PM,http://www.theweld.com.my/theweld/,tel:%2B60%203-2162%203580,None,"The Weld is a boutique shopping mall located in Jalan Raja Chulan, Kuala Lumpur, Malaysia. It has more than 35 specialty stores. The Weld is a shopping mall which has a net lettable area of 130000 square feet (or 12077.4 square metres). It also has 440 parking bays in three basement levels.",Yes,"76 Jalan Raja Chulan, Kuala Lumpur 50200 Malaysia",3,30,static/place_pics/The Weld Shopping Centre.jpg
128,Dayabumi Complex,Sculpture,Architectural Buildings,9:00 AM - 6:00 PM,None,None,None,"Dayabumi Complex is a 35-storey building set along Jalan Sultan Hishamuddin, south of Merdeka Square. Built in the 1970s, it was the first modern building in KL to incorporate principles of Islamic design into its architecture. A major landmark in KL it was one of the city's earliest skyscrapers.",Yes,"Dayabumi Complex, Kuala Lumpur City Centre, 50050 Kuala Lumpur, Federal Territory of Kuala Lumpur.",3.5,64,static/place_pics/Dayabumi Complex.jpg
129,RapidKL Bus,Public Transport,Public Transport,6:00 AM - 12:00 AM,http://www.visitkl.gov.my/visitklv2/index.php?r=column/cthree&id=24&place_id=474,tel:%2B60%203-7885%202585,suggest@rapidkl.com.my,"Rapid KL (styled as rapidKL) is a public transportation system owned by Prasarana Malaysia and operated by its subsidiaries Rapid Rail and Rapid Bus. ... In 2003, it had inherited bus services and assets formerly operated and owned by Intrakota and Cityliner after being bailed out.",Yes,"B-20-1, Level 20, Menara UOA Bangsar, No 5, Jalan Bangsar Utama 1, 59000 Kuala Lumpur.",3,42,static/place_pics/RapidKL Bus.jpg
130,Old High Court Building,Sculpture,Architectural Buildings,9:00 AM - 5:00 PM,http://www.penang-traveltips.com/asia/malaysia/kuala-lumpur/old-high-court.htm,None,None,"Construction started in 1912 and it was completed in 1915. The two-storey building with four towers first housed the KL High Court, as its name indicated. ... With its black domes and an interesting roofline defined by Islamic arches and dome-shaped pavilions, it stands out from the nearby buildings.",Yes,"Kuala Lumpur City Centre, 50050 Kuala Lumpur, Federal Territory of Kuala Lumpur",4,27,static/place_pics/Old High Court Building.jpg
131,Marvel Studios Ten Years of Heroes Malaysia,Museum,Leisure,10:00 AM - 10:00 PM,http://www.marvelexhibition.my/,tel:%2B60%2012-899%206928,marvel@craveasia.com,"The first-ever Marvel Studios exhibition in Malaysia dives into the epic stories of the Marvel Cinematic Universe! Showcasing original artifacts - costumes, props and concept art - from the spectrum of films, you are able to peer into the iconic characters' valiant journeys and encounter striking scenescapes like never before.",Yes,"168, Bukit Bintang Street 10th Floor, Pavilion KL, Kuala Lumpur 55100 Malaysia",4.5,12,static/place_pics/Marvel Studios.jpg
132,Bukit Jalil National Stadium,Sculpture,Architectural Buildings,9:00 AM - 5:00 PM,None,None,None,The Bukit Jalil National Stadium is a world class stadium facility capable of hosting a diverse range of events from international sports events such as the 2017 Southeast Asian Games to international football and rugby matches and even concerts by world-renowned artists like Ed Sheeran and JJ Lin.,Yes,"Jalan barat Bukit Jalil, Kuala Lumpur 57000 Malaysia",4,8,static/place_pics/Bukit Jalil National Stadium.jpg
133,Medan Pasar,Sculpture,Leisure,9:30 AM - 4:15 PM,None,None,None,"Medan Pasar or Market Square is the heart of the inner city of Kuala Lumpur. It is the centre of the original township as established by Yap Ah Loy. ... The ornate Neo-Classical shophouses facing Medan Pasar were the result of guidelines put in place by AB Hubback, the colonial government architect.",Yes,"Medan Pasar, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.5,24,static/place_pics/Medan Pasar.jpg
134,Dinosaurs Alive,Nature,Zoo,10:00 AM - 10:00 PM,http://dinosaursalive.asia/,tel:%2B60%2018-313%204132,None,Dinosaurs Alive! is a 2007 IMAX documentary produced by Giant Screen Films about various dinosaurs that inhabited the Earth between 251 and 65 Ma.,No,"Dinosaurs Alive, Kuala Lumpur 50250 Malaysia",3.5,3,static/place_pics/Dinosaurs Alive.jpg
135,Arulmigu Sri Ramalinga Eeswarar Temple,Religious Sites,Religious Sites,8:00 AM - 6:00 PM,None,tel:%2B60%203-2274%204933,None,"Arulmigu Sri Ramalinga Eeswarar Temple many devout believers come here to worship. It has a religious atmosphere and a sense of holiness and purity, and calm down. Very nice temple, calm and quiet temple. You can visit this temple on every festival since all of the Hindu God's are available here.",Yes,"61 Jalan Maarof, Kuala Lumpur 59000 Malaysia",4.5,19,static/place_pics/Arulmigu Sri Ramalinga Eeswarar Temple.jpg
136,Sri Kandaswamy Temple,Religious Sites,Religious Sites,8:00 AM - 6:00 PM,http://srikandaswamykovil.org/,tel:%2B60%203-2274%202987,None,"Sri Kandaswamy Kovil is a Hindu temple located along Jalan Scott, Brickfields in Kuala Lumpur, Malaysia. The temple is over a century old. It is one of the most prominent Sri Lankan Tamil or Ceylonese Tamil temples in Malaysia.",Yes,"No.3, Lorong Scott, Brickfields, Kuala Lumpur 50470 Malaysia",4,19,static/place_pics/Sri Kandaswamy Temple.jpg
137,Lost In China Town,Museum,National Heritage,11:00 AM - 9:00 PM,http://www.lostinchinatownkl.com/,tel:%2B60%2012-208%201182,lostinchinatownkualalumpur@gmail.com,"Kuala Lumpur Chinatown 5D Glowing Cultural Center (2019/20 New Tourist Hotspot). Explore the historical centre of Kuala Lumpur in a new way! The newest attraction in Petaling Street (a.k.a. Chinatown), �Lost in Chinatown� will take you on an exciting and enriching journey. Selfie Zone/ Cultural Tour [30 - 45 minutes] (Learn, fun and lots of photo spots in one place, suitable for family traveler) ?While experiencing the rich culture of Chinatown, walk into the uniquely designed maze. The cultural maze is made up of different intriguing space designs. One part of the maze will take you through time travelling and adventure journey. With figures of famous celebrities flaunting you along the way, this attraction will provide wonderful opportunities for a photo op, or simply a selfie.",Yes,"Hotel China Town Inn 22 Jalan Petaling, Kuala Lumpur 50000 Malaysia",4.5,21,static/place_pics/Lost In China Town.jpg
138,Shoppes at Four Seasons Place,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.shoppeskl.com/index,tel:%2B60%203-2026%205085,leasing@venusassets.com,"Four Seasons Place Kuala Lumpur is a 74-storey mixed commercial and residential building that comprises a hotel, apartments and shopping mall. It was developed by Ipoh-born Singapore tycoon, Ong Beng Seng, partnering Tan Sri Syed Yusof Tun Syed Nasir and the Sultan of Selangor under Venus Assets Sdn Bhd.",Yes,"145 Jalan Ampang, Kuala Lumpur 50450 Malaysia",4,16,static/place_pics/Shoppes at Four Seasons Place.jpg
139,Wat Meh Liew Buddhist Temple,Religious Sites,Religious Sites,9:00 AM - 8:00 PM,None,None,None,Wat Meh Liew is a temple in what used to be called Kampung Siam. The Boh tree here is a seedling from the original tree under which Buddha once rested.,Yes,"Jalan Tun Razak, Kuala Lumpur 50400 Malaysia",4.5,16,static/place_pics/Wat Meh Liew Buddhist Temple.jpg
140,Kepong Metropolitan Lake-Garden,Nature,Parks,Always Open,None,None,None,"The Kepong Metropolitan Park, located at the Northern end of Jinjang, is famous among locals for the kite flying activities that are practiced at this public facility on a daily basis. The ideal place for kite enthusiasts, there is a huge field that runs parallel to the main road in the park that is specifically for this purpose. Most barriers and trees have been removed to ensure a clearance of at least 100m for the kites to take off.",Yes,"Kepong Metropolitan Lake-garden, Kuala Lumpur, Federal Territory of Kuala Lumpur",5,3,static/place_pics/Kepong Metropolitan Lake-Garden.jpg
141,Bamboo Playhouse,Nature,Leisure,Always Open,None,None,None,"The Bamboo Playhouse is a public pavilion located in Kuala Lumpur�s oldest and arguably, most picturesque park � the Perdana Botanical Gardens. The park is located right in the heart of the capital city and is very popular with locals and tourists. The pavilion itself is situated on a small island in a large lake that stretches through the centre of the park. The use of bamboo in contemporary buildings is very rare in Malaysia and this building explores its potential as a sustainable building material.",Yes,"Perdana Botanical Gardens, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur",4.5,8,static/place_pics/Bamboo Playhouse.jpg
142,Empire Damansara,Shopping Centre,Shopping Malls,11:00 AM - 9:00 PM,None,None,None,"Empire Damansara is a Leasehold Serviced residence located in Damansara Perdana, Selangor. Facilities at Empire Damansara include Swimming pool, 24-hours security, Club house, Gymnasium, Wading pool. The median transacted price is RM 803 per sq. ft. Empire Damansara has a capital growth of 16.19%.",Yes,"47820 Jalan Pju 8/8, Kuala Lumpur 47820 Malaysia",3.5,13,static/place_pics/Empire Damansara.jpg
143,SMART Tunnel,Sculpture,Architectural Buildings,Always Open,None,None,None,"The Stormwater Management And Road Tunnel (SMART Tunnel), E38, is a storm drainage and road structure in Kuala Lumpur, Malaysia, and a major national project in the country. The 9.7 km (6.0 mi) tunnel is the longest stormwater drainage tunnel in Southeast Asia and second longest in Asia.",Yes,"SMART Tunnel, Kuala Lumpur, Federal Territory of Kuala Lumpur.",4,19,static/place_pics/SMART Tunnel.jpg
144,City Theatre-Panggung Bandaraya,Sculpture,Architectural Buildings,10:00 AM - 9:00 PM,None,tel:%2B60%203-2602%203335,None,"Panggung Bandaraya DBKL is a historical theatre hall located across the Merdeka Square in Kuala Lumpur, Malaysia, at the junction of Jalan Tun Perak and Jalan Raja. Construction began in 1896 and was completely finished in 1904. The theatre formerly occupies the historic Old City Hall of Kuala Lumpur.",Yes,"50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia Jalan Raja, Kuala Lumpur 50050 Malaysia",3.5,17,static/place_pics/City Theatre.jpg
145,Wei-Ling Contemporary,Museum,Leisure,11:00 AM - 7:00 PM,http://www.weiling-gallery.com/,tel:%2B60%203-2282%208323,weilingcontemporary@gmail.com,"Wei-Ling Gallery was set up in May 2002 to showcase the works of Malaysian contemporary artists. The gallery is located in a pre-war building in the edgy yet distinctive suburb of Brickfields. April 2011, Wei-Ling Gallery opens its new branch, Wei-Ling Contemporary, at the Gardens Mall.",Yes,"RT-1, 6th Floor, The Gardens Mall Lingkaran Syed Putra, Kuala Lumpur 59200 Malaysia",5,13,static/place_pics/Wei-Ling.jpg
146,Museum of Asian Art,Museum,Leisure,8:30 AM - 5:00 PM,http://www.museum.um.edu.my/,tel:%2B60%203-7957%201066,zahirahnoor@um.edu.my,University-based Asian arts museum with an extensive collection of water vessels & stone carvings.,Yes,"Lembah Pantai University of Malaya, Kuala Lumpur 59200 Malaysia",4,21,static/place_pics/Museum of Asian Art.jpg
