rest_id,rest_name,rest_operatingHour,rest_address,rest_phonenum,rest_website,rest_email,rest_desc,rest_rating,rest_num_rater,rest_keyword,rest_attractions,image1_img,image2_img,image3_img
401,Taj Garden,11:00 AM - 11:00 PM,"No 5 Anexxe Leopad Jalan No5 Anexxe Leopad, Jalan Tun Sambanthan, Kuala Lumpur 50470 Malaysia",+60 3-2260 6489,http://www.facebook.com/TajGarden,tajgarden@hotmail.my,"Guided to visit from a blog with friend. This place serve very authentic Indian cuisine with great taste and affordable price. Highly recommended to visit.Nothing to look at from outside. Inside basic but clean and some nice decor. Good menu range. Had mutton Madras. Very good indeed. Literally melted in mouth. Didn't see alcohol but nice salt lasso. Outside area too. Will go again.The ambience was good .the staff are very friendly and i had ordered for rice and malabar fish curry which was excellent rich in taste and also tandoori chicken taste really great. Would love to visit with my family and friends here.It's one of the hotels make mouth watering recipes in Brickfields restaurants. Both Vegetarian and Non-veg food available here.A great discovery with cozy air-conditioned environment or outdoor seating. Tried their kadai paneer and Hyderabad chicken which were spicy and yet rich in taste, to go with freshly baked mushroom kulcha. Their mutton biryani was satisfying too.Food was incredible, best indian food i have ever eaten. Well presented and a clean place to cool off. Friendly helpful staff. Total bill $30 aust $. For a huge amount of spicy delicious curry and rice, plus three lassie drinks. We all lovefd this restaurant and would recommend you give it a try.The curries are delicious, especially the Palak Paneer, and the service is great. We loved the outdoor ambience the most since many places offering outdoor eating in little india are surrounded by noise and other passers by. Here it is a little more private.A lot of choices of South Indian food, friendly staff always have something new to recommend that is good.The shop ambiance was nice and the service was good too. All the Indian food was tasty, especially the paratta, palak paneer, chicken chetty masala, etc. As for non-indian food, the taste was average.We ate so much last night for dinner, I thought I would explode - it was so good, I couldn't stop.Butter chicken, fresh naan, the sizzling skillet with different meat and rice. All of it was excellent. Myself and 3 friends decided to pay a visit to Little India on NYE and stumbled upon this place. We had a table outside on the balcony which was really nice and with a good atmosphere. The food was really good, we ordered a Chicken Sagwala, Poneer Paratha and couple of spicier curries on the menu. Myself and a friend decided to share a curry however, I wouldn't recommend this as the portion sizes are quite small so each person would need their own meal unless you get a few to share together.",3.5,47,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
402,My Biryani House,11.00 AM - 10.00 PM,"LG-03, KL Trillion, Jalan Tun Razak, Kuala Lumpur 53300 Malaysia",+60 3-2716 0455,http://www.mybiryanihouse.com/,mybiryanihouse@gmail.com,"The food is tooo tasty... we are here almost everyday for the period of stay at KL... people are very nice... u will just love it... Was in KL for a 5 day holiday & was staying at the Intercontinental KLCC... MBH is barely a 500 meter walk from the hotel, & seriously..... what a mouth watering joint!! Over the five day stay I samples many Indian restaurants, & tried different cuisines, but clearly if you're looking at good heartwarming moghulai food, then look no further MBH has all & more that you can desire... The restaurant in itself has a simple yet pleasant ambiance, but the food is exceptional & the staff go out of their way to make you feel at home... Only catch being, they really cater to office crowds, so expect a little longer waiting if you go in on a weekday for lunch.. else you can have the place all to your self :-)!! In summary, A must try & I'm certainly going to be back!!! An Amazing Indian Authentic Food With Good Service ! Good Experience ! Cheap Rates And Quality Food ! What else do you Need !! This was my first time visiting this restaurant - and was served with great food and service! The price is reasonably cheaper than other Indian restaurants and the taste is very good too! Will visit again soon 😊 we live close from this restaurant and almost every week end we order food. We've never been disappointed: food is excellent, a lot of choice, very good quality/price ratio. Best Indian and Chinese food in KL with normal price. Nice place for family and couples. Good staff . Had lunch hear as it was just round the corner from the hotel. The food was excellent, we both had the south Indian thali. All the curries we're very good and had a nice level of spice. Staff were very friendly and the AC was nice and cold. Excellent value at 13rm for a meal. My biryani place is tucked in at KL Trillion along Jalan Tun Razak which is a walking distance from Intermark. Tastiest biryani ive tasted in KL, fluffy rice, tender mutton, spicy accompanied with a nutty flavour curry and light raita.. Had eaten 3 times, i can say the flavor is very consistent.. Tandoori is a bit in the dry side, while the naan, light, soft.. personal fav - paneer kofta, big, soft curd balls in a lightly spiced, nutty, thick curry.. The price however doesn't make sense at all..all these good food, while in KL City Centre but it is priced so cheapp..i personally hope this shop will never be well known so that they could maintain their quality, and price and it wont be full with people, but i know its not right thing to do.. Had chicken briyani for dinner and it was delicious. Nice fluffy basmati rice and properly spiced and season. Will be back to eat more especially the curries. I was staying in Double Tree in KL and this place was just walking distance away. So bought Veg and Chicken biryani. Both were awesome. Considering the cost I was paying for Indian food other places, prices for Biryani is very reasonable. After having lunch, I actually packed for my airport transit as well. If you are in that area and looking for good Indian food, I would recommend this place.",4.5,20,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
403,Tiger Jit Singh Chapati Restaurant,08:00 AM - 6:00 PM,"345/9 Jalan Sam Peng Off Jalan Loke Yew, Kuala Lumpur Malaysia",+60 19-306 8544,http://web.facebook.com/TigerJItsCapati/?fref=ts,None,"They have a menu like a book, you can easily get lost on what you really want... Try to get several entree from the menu since they all are inexpensive. They are all written in english and it explains how they cook it . Beers are expensive, one can cost as much as your meal but it will be worth getting one( about 4-5 US dollars. Having made numerous visits to Tiger Jit, I can say that consistency is definitely their strong point. Have never been disappointed with the fare offered here, always delivered with the same quality I’ve come to expect. Nestled in a corner junction along Jalan San Peng just opposite the Pudu LRT Station, the appearance is unassuming and bears a comfortable homely feel to the setup. An air-conditioned room is available adjacent to the main dining area, for those wanting to escape the KL heat. Personal favorites are the freshly made- to-order aloo prontha and chapatti, served with mutton curry, sardine curry, stuffed bitter gourd and a myriad of vegetables and gravies to match. Nice variety of chicken, fish, vegetables, egg and tofu are available, whether with rice or breads. Look out for the pumpkin dish, available only on Fridays. Taste has always been on point, and service prompt and fuss-free, even during the busier hours of the day. Prices are reasonable, some may say it’s slightly pricy, but I believe you always get what you pay for. A generous meal for 3pax with drinks can be had for below RM40, definitely worthwhile in my books. Tiger Jit will continue to be my go-to place for good Punjabi food, as long as it keeps its level of consistency as it has for the last 30+ years of existence. We were here this morning around 930am but the famed stuffed bittergourds were not ready yet. First few bites of the plain chapati I felt ""meh"" the ones at my fav shops in Singapore are still better. But as I then dipped into the sardine curry and dhal, I just couldn't stop. The combination was just delicious. We will surely be back again. Had lunch at this place last week with 4 friends. The chapatis were soft and fluffy. The curries that accompany the chapati are delicious - very authentic Punjabi curries. We also ordered 1 round of tea for all 5 of us and 2 plates of curried mutton (limited portion), 2 plates of curried chicken (limited portion), 1 mashed spinach dish (very small plate) and 2 pieces of stuffed bitter gourd. In terms of taste, the food tasted delicious. In terms of price, it's a little on the up side. The whole meal cost us RM80 which translates to RM16 per head. Looks can be deceiving in terms of size and comfort of the restaurant. From the outside the whole place looks small and unassuming but believe me, it can house quite a number of customers. There are air-conditioned private rooms too. The Indonesian servers at the restaurant are a very pleasant lot. They are very helpful and attentive. The restaurant is located right at the entrance of the Pudu LRT station, on Jalan San Peng. All in all, a delightful & positive culinary experience.",4,19,Restaurant,Heavy Meals,static/restaurant_pics/Tiger Jit Singh Chapati Restaurant.jpg,,
404,Q Bistro Nasi Kandar,7.00 AM - 10.00 PM,"C-37, Concourse Level, Sg. Wang Plaza, Jalan Bukit Bintang, Kuala Lumpur Malaysia",+60 3-2110 4055,http://www.qbistro.com/branches-05.html,None,"Very good food, considered the price. Not very fancy, but food was served fairly fast, and the service was good. Was extremely cheap, 30USD for food and drink, for 7 persons. Been eating at Q-Bistro branch every now and then. Sometimes I ordered roti canai and sometimes I ordered their Fried Mamak Mee. When i had those Im having their Q-Bistro special chicken as well. It taste like Chicken Masala but it had its own taste that cant be describe. They are having a modern mamak environment setup and always clean their restaurant that makes you feel comfortable to dine-in. At night there gonna be full of people having ""Teh Tarik"" for their hangout session. Me and my friends had our ""buka puasa "" here. Its my first time being here. Recommended by my friends. We had variety of food. Maggi goreng, Chicken soup doraisamy, lamb beriyani, last but not least kari kepala ikan merah...its was superb... The price is reasonable and worth it. I will definitely come back and bring more friends..im totally happy with the food, service and the environment. Great and delicious especially when you mixed all curry in your plate, Sup kambing also not bad, good location at Tesco Damansara and just next to the curve, relaxing and good environment while having our dinner at the outside of the restaurant. We went a few times to the branch in Tesco Damansara. Place is kinda slow by morning, so you are better off to go by lunch time. We usually enjoy some Tandoori Chicken with Nan. Sometimes drinks come late. My wife likes it. Thats important for me. We both had ayam briyani, which was delicious, and came with poppadoms, a side of pickled vegetables, curry sauce and a nice piece of fried chicken. The food and drinks were excellent, the service good and prompt, and the place clean and spacious. It is a quality nasi kandar restaurant for sure, with a huge menu that I am looking forward to exploring further. It isn't a mamak though, from the point of view that our breakfast cost RM32, which while not expensive, is a lot more than you would pay in a normal breakfast shop. Well worth it though in my opinion. We passed ""Q Bistro"" and to have late lunch at other restaurant. However after awhile we finally stopped at Q Bistro. Checked the menu and was very happy with the variation of the food. From authentic Malay to Chinese and Western. All are affordable. We stopped in to have some Indian food. We have been past many times and the aromas eminating from this humble bistro enticed we knew we had to stop in for lunch. Conveniently located on the lover level of Sungei Wang near the Giant market, the variety of food on offer here in just astou ding. My children are quite particular when in comes to Indian cuisine so we played it safe for our first visit ordering 2 orders of butter chicken-one medium spicy, one mild and a daal recommended by the waite plus garlic naans. . Everything we had was delicious, the naans were the best we've had in any country weve eaten Indian cuisine in! My daal was so flavourful I couldn't get the kids to stop trying it. Both butter chickens were eaten until the serving dishes were clean with the comments being that the chicken was of high quality and super meaty, lots of chicken included in the dishes and the sauce not overly fatty as they had had in the past. We will definitely be heading back to try more dishes off their extensive menu. Thanks so much for your friendly service too! The food price and the food tastes itself are not matched at all. Totally disappointing and not worth the money.",3.5,26,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
405,Anjappar Indian Chettinad Restaurant,10.00 AM - 8.00 PM,"136 Jalan Tun Sambanthan Brickfields, Kuala Lumpur 50470 Malaysia",+60 3-2273 3812,http://web.facebook.com/AnjapparInMalaysia/?_rdc=1&_rdr,None,"AC restaurant on a busy street, 5 min walk from Central Market street and 2 min from LRT Masjid Jamek station. Good variety of Indian food, including vegetarian and non/Vegetarian. Price is reasonable, all served by Indian from Tamil Nadu, India. Extremely highly recommended Chetnad cuisine. Good selection of Chetnad selection and must try Masala Tea. Taste of food both vegetarian and non vegetarian is good. We tried the both and we're satisfied. The service by the staff is good.  Have been to to Anjappar Indian Chettinaad restaurant every time i visit Kuala Lumpur. Authentic south Indian food is served there. Tasty and Neat. If you are a group travelling you need to book in advance for seats or will have to wait a long time.Its located in a walkable distance from KL sentral station. Serves delicious south indian veg/non-veg dishes. I tried chicken biryani, masala dosa, chetinnad chicken and loved each of them. The chicken was soft and tender. Very reasonable price as well. We tried Thali, mutton biryani, chicken biryani, chicken tikka masala The food was really tasty with the right amount of spice.This was our third visit to the place and we will surely visit again. Delicious food for cheap money!! Especially their briyani is fantastic. In the central of Little India in KL. Wonderful Chettinad food in here, with all wonderful spices and chillies. Briani, rice and curries. You name it! Had dinner twice in the short time we spent in KL. Very good service from the waiter I don't remember his name, but gentleman all the way doing his best (man in his 40's with a moustache). We'll meet again! Try the watermelon juice as well. We had been to this place for dinner, chicken soup and chilly chicken dishes taste was fantastic. My Son had enjoyed idli and dosa. We felt food quantity and quality was good. Overall this restaurant is good for lunch and dinner. I love going to this place especially for dinner (convenient to hang around after work time) with my husband or sometimes with my friends. We had ordered variety dishes and w always satisfy with what we get. Worth going many times. Most of the food is recommend especially mutton briyani and lassi. price is abit pricey but worth the price. Ate many times at Anjappar. They did not disappoint. Whether north Indian or South Indian food they delivered every time. Good tasting food and fast service. Ordered their mutton briyani and lassi. The portion can be quite big so its a definite share for small eaters. Price can be a bit pricy.",3.5,95,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
406,Restoran Anuja,8.00 AM - 8.00 PM,"No. 28 M Jalan, Kuala Lumpur 55100 Malaysia",+60 3-2070 1584,None,None,"Please please please please try the briyani! A must have for briyani lovers. Every mouthful will take you through an exquisite experience of perfectly cooked rice, authentic Indian spices, perfectly cooked meat (super tender) paired with probably the best raita ever. Just too sinfully good! Tamilian ffod veg and non veg. Massala Dosa/Egg roti/Roti/ fried fish/ coconut water. Staff very good attitude. Open till 22h00. You may choose your food and also choose your roti, adding ongons/chillis etc... Oh my gosh the best roti I had was here in the morning they were just making it and it was delicious with the dhal and curi it was amazing we came here later for dinner as well and this place did not disappoint us. The food is great and the staff is really friendly and funny. Another cheap street eats place that does exactly what it says on the tin. Fast food, inexpensive and fairly tasty. Ate here a few times and each time the service got worse...really disinterested waiter who would only grunt when asked questions and made no effort to serve/clean tables etc. But you get what you pay for. Two breakfasts and tea/coffee for just over a pound. Our Bread and Butter during 5 days stay in Pudu Area in KL..... Daal rise, Nasi Ayam gorang, roti chanae..... amazing and budgeted....... yummy too. I've dined here numerous times over several years visiting KL. Prices are very reasonable - a meal and fruit juice or tea for about 10-12 ringit. Seems to be popular with the locals too. They have a good selection of Indian & Malay food. My only issue is, like most Indian restaurants, menu items seem to be only available at certain times of the day - I haven't quite figured out the specifics of this. This restaurant was a few steps away from Hotel Transit where I was staying but never bothered to try the food there except on the last day when I had to take a parcel. We took a parcel of veg fried rice and it turned out to be quite good. It was tasty and spicy. It is a simple restaurant and prices are very reasonable. The fried rice cost only 4.50 Ringets and the quantity is enough for one person. Cheap but price does not mention properly. It's confusing for traveller becz inside is not organised. The stuffs are friendly and smiley. Food served quickly however it's sometimes hard to get their attention. I like to eat the naan bread here, it comes with a couple of curries to dip in. They have fresh fruit juice too. This place seems popular with the locals. About 10 ringit for a meal and a drink. Located really near to my hotel. Offers some good food with a good price in a large portion. Also i met a waiter from Indonesia, he really helpful and can give some explanations about our destinations.",4,20,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
407,Samira by Asian Terrace,12:00 PM - 11:30 PM,"Lot 268, Sentul Park off Jalan Ipoh, Kuala Lumpur 51100 Malaysia",+60 12-921 3880,http://www.samiraasianterrace.com/,reservation@samiraasianterrace.com,"Great ambience! Food and service was awesome too! Please remember to make reservation before going as the new SOP were very well followed by the restaurant and staff. Do ask for signature dishes! Comfortable and cozy environment. Very friend and attentive service from the lady boss and her staffs. Strongly recommended for any occasion. Will definitely return for next visit. We turned up without a reservation this time. Apparently they were fully booked but staff informed us to wait for the next available table which just took us about 15 mins. Food is absolutely delicious especially the steam River Lobster. We had the steam fish before, so this time we go for the steam River Lobster with the lemon lime chili. Glad we had it. No dissapointment. Ohhhh....Please let the chef knows if you want to spice it up as they tone down the spiciness. Great environment. For couple dining, go for the tables at the balcony. A place which is irresistible beautiful with great sunset view across the lake. If you love nature dining try this place. Romantic dinner with great food and a full bar with cocktails, and great wines. Try their flowing noodles, The first nagashi somen behind the garden but remember to make a reservation during this time as they practice hygiene not to mix with others public. And follow by the main course in their Thai Kitchen which their specialty over the years. They have a great bar at their downstair Tepi Tasik bar fro after dinner drinks too. I have been to Samira twice for lunch with friends and family. It’s a delightful place to eat. Located in the middle of Sentul Park, it is a perfect place to escape the hustle and bustle of Kuala Lumpur with its tranquility. The food was delicious and we were served by attentive staffs with a smile. A few delicious dishes to try are mieng kam (vine leaves with softshell crabs), steamed sea bass, deep fried lemongrass chicken and river lobster. I was told that the ambiance of the place is even better in the evening especially during sunset. Will be back for sure. Was quite surprised that a place like this existed in the city. You'll actually forget that you're inside KL when having dinner. Food was really tasty with a good portion. My favourite was the Asian Bass steamed fish and the Tomyam soup. Along with the fresh Chang Beer, had a great time overall.",4,96,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
408,KyoChon @ Pavillion,10:00 AM - 10:00 PM,"168 Jalan Bukit Bintang Lot 1.54, Level 1, Pavilion Kuala Lumpur, Kuala Lumpur 55100 Malaysia",+60 12-611 9435,http://www.kyochon.com.my/,info@kyochon.com.my,"I went with my friends. For the first time, I wouldn't believe how crunchy the chicken is without being soggy even after some time! It was so delicious and we had our tummy filled. The bibimbap was good too, and the chicken with soy garlic is definitely worth a try. But it is slightly pricy if you want to look for a cheap meal. This place can get extremely busy at times so be prepared to queue up. However, it is worth the wait. The food is simply amazing. Tried almost everything on their menu and was never let down. The red pepper flavour chicken is quite spicy so avoid if you are not a fan of chilly/ spicy food. Simple dish. Delicious fried chicken especially the red hot chilli. Its spicy nd sweet and the same time. The rice is just nice and you can add egg and other ingredients as per menu. The meal comes with soup, nice clear soup. I suggest kyochon if you're looking for simple and quick bites. The day we decided to go to KyoChon restaurant for lunch the queue to get in was the shortest we had seen in a while. If you don't mind waiting the line does move slowly and it is worth the experience just to try the chicken and see why so many people dine there. After trying kyochon My Town Mall, I eat kyochon in Pavilion Mall. I recommend Black Pepper Chicken, tasty as hell. Must try. First time here. I love their something spicy chicken or it was something red pepper. It was my first time eating with glove on. Would definitely visit again when I'm in KL. Their chicken is soooo good. I have try 4 different type of chicken. My favourite was the spicy one (i forgot the name). It was my first time eating chicken with and glove. Well what an amazing experience it was tying Kyochon's signature Korean chicken!! We visited late evening so the service was good but I have seen how busy it gets during the day with queue's running out the restaurant and down the forecourt so this must say something about how good their food really is!! I highly recommend ordering the whole or half soy and garlic chicken which was mouth wateringly tasty with a really light batter or the red pepper chicken if you like your spice!! We had a selection and the variety of marinated chicken they offer is simply world class. A 5 star experience all in all, just try to visit at a less busier time if you don't want to wait. Don't know why people are complaining about it being busy, surely you can see that before you went in and usually means it's worth waiting for?! Anyway, well worth the short wait and the service was great. We tried three different types of chicken and each was delicious, our favourite was the Pepper and the Soy & Garlic options and the side dishes were also lovely. Plenty of food for a fair price and great drinks options, they even provide wet wipes and plastic gloves for easy clean-up. We would absolutely eat here again and recommend it, don't understand why so many people have given such harsh judgement!",3.5,134,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
409,Mohd Yaseen Nasi Kandar,8.00 AM - 10.00 PM,"351, Jalan Tunku Abdul Rahman, Kuala Lumpur Malaysia",None,None,None,"The evening we arrived to Kuala Lumpur we went to this restaurantwhich was not far from our hotel. The restaurant is quite basic but the advantage is that all dishes are shown in the front of the restaurant. We ordered and then we received our order inside where we found a free table. I am not a curry person but my hubby is. This particular shop I love because I can have their ayam kicap/hitam which is very tasty and juicy. They have varieties of dishes to choose from like squid,prawn,beef and fish eggs. I have tried other nasi kandar but somehow I like this one. I found this restaurant because it is located near to the hotel I stayed. There is a queue outside the restaurant, and it’s not rarely found in other restaurants. They serve classic nasi kandar with rice. Whatever dishes you choose, they will add different spicy sources on it. There is no English menu, but the staff are friendly and helpful. Staff also don’t speak in English, that’s the only thing that make us confused. My lovely wife and I called into this popular restaurant for dinner one evening. It's a classic nasi kandar joint serving up an assortment of dishes with rice and curry sauce. Just join the queue of hungry locals, pick out what you fancy at the counter and then tuck in. We followed the classic mix of adding one meat dish and one vegetable dish to our rice but it's really a bit of a free for all with some people happily adding three or more meat dishes. Whatever you pick it'll be topped off with various spicy sauces. I had cuttlefish & okra while my wife had fried fish & cabbage. It was much nicer than it might sound, mainly because of the epic sauces! All for just RM21 too. Very yummy and very good value. If you're looking for a tasty local experience with no other tourists in sight then look no further! this restaurant is located at the main and easily accessible by bus or monorail. should you decide to self drive do expect parking problem.  Very delicious Nasi Kandar in KL after Penang.My Favourite dish Dark soy sauce chicken and Fried omelette.Must try their squid sotong and other Dish there.The price is affordable. Open late some nights, this has a wide range of cheap and cheerful INdian Muslim food, and also drinks. One of the main attraction for this restaurant is its squid egg (Telur Sotong). The other foods selections were tasty. The location was great as it right by roadside of Jalan Tunku Abdul Rahman. Parking was not a problem as there were ample parking spaces nearby (within walking distance to the restaurant). Overall a good nasi kandar restaurant.",4,61,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
410,Restoran Ali Food Corner,6.00 AM - 12.00 AM,"Ampang, Kuala Lumpur 51200 Malaysia",+60 3-9201 0159,None,None,"I for sure vote this one as the Best of the Best. Fabulous dishes, with variety and wide ranging choices for different people. What an indulgence! I found this place purely by accident, and I swear it was my growling stomach and the wonderful smells of spices that lured me to this place. The food is glorious. G-L-O-R-I-O-U-S. The service is very good but it gets busy, so be patient. The atmosphere is just what I wanted -- to hang around locals and observe them and eavesdrop on their conversations. Love the Malaysian sing-song Ingeris. One of the most special things you come to Malaysia from halfway around the world is the food. And Ali's Food Corner is the joint you want to make your way to. I did, day after day, using Grab car (taxi). It is well worth it. Be sure, though, to get a seat under a ceiling fan. And carry some sugar-cubes for the spiciness of the food. Excellent food quality at a great price. 2 roti canais and a plate of steamed rice, choice of 2 curries with 1 sides of vegetables and a can of coke and large water was only 22.40MYR. Friendly staff and although the English level isn't great,if you smile and have patience and not get too cranky you'll be fine and rewarded with an excellent experience. I went here a couple of times and I really like it! I tried some different dishes and all were good! The favorite was roti with chicken and their mango juice! They are open 24/7 and there is an older man speaking pretty good english. Good wifi! Went there for supper and found out that there was no menu there, was actually prepared to pay more than usual. I order 2 Nasi Lemak(Coconut rice) and 2 Teh Tarik(Pulled Tea) and suprisingly the server asked for only lapan(8) ringgit. Been here a few times now. The nasi goreng is so good. The ice tea with milk is also very tasty . Canai so cheap and also surprisingly tasty. The service is also fast and efficient with the guys being very nice. Value is excellent . Won’t find anything in kl that’s this cheap and so good. Food is phenomenal. Ignore the sporadic cockroach and this place is a gem. This Place was close to our Hotel. It offers very good street food and Indian Food. Prices are also less compared to other places in KL. Thosai and roti canai are amazing. This place was near our hotel, just outside the city center but close to the times square shopping center. It was always busy and we visited maybe four or five times, coffees are great in the morning and the marinated tandoori chicken was excellent. They did not have an alcohol licence but when we asked they went to a nearby shop and bought some for us but hid it on the floor. Only one recommondation, but we took the risk and found a very tasty place here! For a cheap price. Staff is helpful.",4.5,24,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
411,Grandmama's Intermark KL,10:00 AM - 10:00 PM,"348 Jalan Tun Razak G-12, Intermark Mall, The Intermark, Kuala Lumpur 50400 Malaysia",+60 3-2181 2389,http://www.grandmamas.com.my/,gmm.intermark@grandmamas.com.my,"I have been coming to this particular outlet for more than 3 years. The food is always of the same high, delicious standard. The staff are always extremely friendly, efficient and attentive to their customers' needs. One favourite lunching place. There you'll find your local favourite hawker's fare. Today's choice for me is Cantonese style beef kuay tiao, a flat rice noodles. Friends ordered Hainanese chicken rice and mee bandung. Grandma's dishes out hawker's fare noodles and set lunches. Good service on a reasonable busy lunchtime during RMC0, recovery Movement Control Order for COVID-19. Quite enjoyed my seafood char kueh tiau, stirred fried flat noodles. I was greeted with a good dose of aromatic CKT, sufficient ""wok"" heat. I visit Grandmama's at Intermark Mall almost every other week. I love coming here because the restaurant is cool and comfortable, the managers are very friendly, with a nice personal touch in their greetings and services, and of course, the food is good and the price is just right. I take away food for my parents all the time and they always enjoy their meal from Grandmama's. Went for brunch before shopping wanted some local style food in comfortable and clean surroundings. This is a chain doing reasonable restaurant priced local food well prepared good size portions with friendly and attentive staff. Food was well prepared and tasty and hot! A request for extra rice was quickly filled the chicken I had had too many bones for my liking but my friends assured me that was a local preference. If I was looking for a quick tasty lunch I would definitely go again the friendly staff checked all was ok with our meal several times and kept the table clear of empty plates etc. We had a good experience. The food choices were all said to be good. The service was pretty good. Make sure to ask for your check well in advance as it took a while for us. Cooking was pretty good. Since it is located inside The Intermark Mall, downtown KL, business will be good. Hopefully quality of cooking will be maintained. They have a good variety in their menu.",3.5,68,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
412,Nyonya Colors @ Nu Sentral,9.15 AM - 8.00 PM,"Nu Sentral , Level 3 Shop 27, Kuala Lumpur Malaysia",+60 3-7728 2288,None,None,"One of my favourite restaurants. Love their menu.My favourite there is the Nasi Kunyit and Curry Chicken (yellow glutinous rice).They also have the widest range of Malaysian cakes and desserts, including my favourite of kuih talam. Just one complaint that the portion is a little small.Big good choices of traditional Nyonya desserts that will satisfy your cravings. Green beans dessert is very rich with sago and tiny pieces of sweet potatoes @RM5.30 per bowl.Tour stopped at this location. Food was good and tasty. A wide variety of tastes and spiciness..some curry but not overdone.Went to empire nyonya colours for dinner after my daughter playground at 8.15pm.Had Nasi lemak rendang chicken, Ice kacang for my dessert. To be honest, the gula Melaka are not diluted as the gardens outlet which I normally patronise. Service are prompt and no hassle. Had a lot kuihs for take away too.Reasonable Malaysian nyonya food at shopping mall which will not burn your pocket. Portion are huge too. I was introduced to this place by a friend knowing that I love authentic Malaysian dishes and kuih. I was so happy to have tried the food here. Love the kuih and I ate at this place for the 3 days when I was in KL.Whenever i need to feel guilt-free, i drop into this restaurant and order the fruit rojak. Unlike in other kopitiams, Nyonya Colors' came in a large bowl where the cut fruits comprising guava, mango, sengkuang, pineapple and large slices of keropok were immersed in thick spicy gravy. You need to do some exploration by digging into the dish with your fork and emerging with a delightful rojak-drenched jambu, then to spear again for a sourish pineapple or cubes of senkuang. The keropok is the best i have tasted: crunchy and fresh (one hates it if a keropok 'masuk angin' or isnt fresh minus its crunchiness). End the meal with the hot tehtarik, and you come away feeling good because you just had a large bowl of Malaysian fruits for dinner instead of the usual fried stuff. My soul food.I met up with 2 friends here for coffee. You pick a table note down the number and place your order. It's pretty cheap. I paid just under 9 Rm including the 6% extra for a coffee and a cham. No wifi.",3.5,43,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
413,Belanga Café,10.00 AM - 8.00 PM,"Lot# LG 230B, The Gardens Mid Valley City Medan Syed Putra, Kuala Lumpur 47500 Malaysia",+60 3-5631 2780,https://www.facebook.com/belangacafe?hc_location=timeline,None,"Walk pass this outlet for years...finally sit down to try out Nasi kerabu with Ayam percik. Delicious...sedap!! Like it after 1st bite, one of their signature dish. If the Ayam percik is larger then best lah ;D Free wifi. Helpful staff. The wooden furnitures, and the general decor plays a role in giving this restaurant a ""kampung"" feel.Food is generally great. Service fast. Seating might be an issue and I'm not sure if they take reservations.Pricey though. Expect to spend about RM50 (most likely more) for lunch/dinner for two.Tried their nasi dagang, nasi lemak and nasi kerabu. Portion quite big for 1 pax. Serving is quite fast but the food is a little bit pricey.Marvelous food. A bit hot but all is well.. And ample tissues to blow ur nose. Must try the nasi kerabu with beef and asam pedas Ikan... Moody moody and bandrex are drinks much different from anywhere..Try this restaurant as per recomended by friends, the food was very tasteful and service was very great. Love the Kerabu rice!!!I love this place. The decor is cosy, the manager of the restaurant is friendly, good service from the staffs & most importantly, tasty local cuisine. I love the fragrant kerabu rice.Belanga Cafe serve some pretty amazing Kelantan Malay cuisines such as Ayam Percik, Nasi Tumpang, Nasi Dagang, and Nasi Kerabu. I have eaten there many times, and have never had anything less than an excellent meal. It's worth stopping by if in the area.Fairly authentic Kelantan food. Delicious, flavourful and generous portions. A lot of choice. Enjoyed the roti jala, ayam percik and nasi lemak, with young coconut juice. For lunch suggest arriving before lunch hour office crowd. If ordering something which needs preparation, it may take longer than ordering something available at the counter, for example, satay (which is not kajang style but relies on the excellent sauce instead).",3,15,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
414,Nando's @ Nu Sentral,10.00 AM - 9.30 PM,"Jalan Tun Sambanthan 4, Kuala Lumpur 50470 Malaysia",+60 3-2272 2036,http://www.nandos.com.my/,None,"Great food, especially the chicken is well baked. I can see the improvement in the food food and services. The cleanliness needs to be improved. Sometimes the beverage refill machine is out of drink (one of the flavours). The overall food quality and price is much better than Sushi Zanmai which is located the next door. I will recommend people to dine in here.",3.5,69,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
